#id,WR#,Reference,Name,Name 2,Name 3,Right Ascension J2000,Declination J2000,Galactic Longitude (deg),Galactic Latitude (deg),Spectral Type,Spectral Type Reference,Binary Status,Binary Status Reference,u,b_1,v,r,U,B,V,R,I,J,H,K,Cluster,Association,Distance (kpc),Distance Reference,input_position,distance,source_id,designation,ra,dec,l,b_2,ecl_lon,ecl_lat,parallax,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ra_error,dec_error,parallax_error,pmra_error,pmdec_error,a_g_percentile_lower,a_g_percentile_upper,a_g_val,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_gof_al,astrometric_matched_observations,astrometric_n_bad_obs_al,astrometric_n_good_obs_al,astrometric_n_obs_ac,astrometric_n_obs_al,astrometric_params_solved,astrometric_primary_flag,astrometric_pseudo_colour,astrometric_pseudo_colour_error,astrometric_sigma5d_max,astrometric_weight_al,bp_g,bp_rp,dec_parallax_corr,dec_pmdec_corr,dec_pmra_corr,duplicated_source,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,e_bp_min_rp_val,flame_flags,frame_rotator_object_type,g_rp,lum_percentile_lower,lum_percentile_upper,lum_val,matched_observations,mean_varpi_factor_al,parallax_over_error,parallax_pmdec_corr,parallax_pmra_corr,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_n_obs,phot_bp_rp_excess_factor,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_n_obs,phot_proc_mode,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_n_obs,phot_variable_flag,pmra_pmdec_corr,priam_flags,ra_dec_corr,radial_velocity,radial_velocity_error,radius_percentile_lower,radius_percentile_upper,radius_val,random_index,ra_parallax_corr,ra_pmdec_corr,ra_pmra_corr,ref_epoch,rv_nb_transits,rv_template_fe_h,rv_template_logg,rv_template_teff,solution_id,teff_percentile_lower,teff_percentile_upper,teff_val,visibility_periods_used,other_ids,r_est,r_lo,r_hi,abs_Bp,abs_Bp_hi,abs_Bp_lo,abs_G,abs_G_hi,abs_G_lo,abs_Rp,abs_Rp_hi,abs_Rp_lo,abs_J,abs_J_hi,abs_J_lo,abs_H,abs_H_hi,abs_H_lo,abs_K,abs_K_hi,abs_K_lo
11,10,VII,HD 65865,HIP 39086,,07 59 46.25,-28 44 03.10,245.98,0.58,WN5h; WN5ha (+A2V),SSM96; NG99a,VB,"Ni81,Tu81,Hip97,HH88,NG99a",11.47,11.3,11.08,10.99,10.62,11.22,10.93,,,10.053,9.887,9.61,Ru 44:,Pup OB2,4.7,Tu81,"327.52320833333334,50.70688888888889",4.0725109977287165e-05,1980522738604744704,Gaia DR2 1980522738604744704,327.523225753736,50.706849686508704,96.13396748247531,-2.4816833906441857,359.55570662400703,57.70598689052564,0.023963519093648775,1.0422286116588184,-3.6273508974428155,12.260082,12.6771755,11.700697,0.020444405465774737,0.022491046032373764,0.025524594635504865,0.044363377687924054,0.04631166815500304,,,,340.9584,0.0,0.0,3.4316967,30,2,261,263,263,31,true,1.599660992393257,0.005302816148615579,0.038842738,315.30887,0.41709328,0.9764786,0.33748388,-0.3370377,0.022363272,false,,,,,0,0.5593853,,,,44,-0.078735866,0.9388403,-0.13267255,-0.06954206,117404.54226049903,218.90287154217143,536.33167,40,1.2124538,235132.8169483185,57.59302676107291,4082.6611,381,0,167683.14069882518,115.13113926434026,1456.4534,40,NOT_AVAILABLE,-0.29241028,100001,-0.0687073,,,,,,816481974,0.20703861,0.012317317,-0.26691306,2015.5,0,,,,1635721458409799680,5267.475,5499.9497,5353.5,15,Gaia DR1 1980522738604744704,9853.44447257233,8283.61089177935,11887.6447375065,-2.290764867684441,-2.6983035885571027,-1.9139229523613128,-2.707858367684441,-3.1153970885571027,-2.331016452361313,-3.2672433676844417,-3.6747820885571034,-2.8904014523613135,-4.914940367684441,-5.3224790885571025,-4.538098452361313,-5.080940367684441,-5.488479088557103,-4.704098452361313,-5.357940367684442,-5.765479088557104,-4.981098452361314
12,11,VII,gamma Vel,HIP 39953,gamma Vel,08 09 31.96,-47 20 11.80,262.8,-7.69,WC8+O7.5III-V,DS99,"SB2, VB","SSS97,DS99,NG99a,SSK99,TC99,DS00",,1.42,1.74,,0.64,1.58,1.83,,,2.15,2.25,2.1,Hipparcos parallax,,0.342,vL07,"334.10020833333334,55.627",0.00014464020069919316,2006109684163831296,Gaia DR2 2006109684163831296,334.1001057790238,55.626867454250444,102.23049200189504,-0.8856888679891751,11.362322513660377,58.800088354715335,0.17585117990215338,-3.75723423042036,-2.654160388857481,11.398009,11.557193,11.04633,0.03889684870532753,0.04096761282815408,0.04336270265191388,0.07732650109375987,0.08673589026736024,0.8513,1.4881,1.18,279.71127,0.0,0.0,6.814916,16,2,140,142,142,31,false,1.6797245215589696,0.01056553697242449,0.06290056,336.86472,0.1591835,0.51086235,-0.045651965,0.380185,-0.42656574,true,0.4649,0.752,0.6047,,0,0.35167885,,,,26,0.011486297,4.0553555,-0.08524635,-0.20468698,329365.62901229993,1089.778401448758,302.23175,23,1.2221626,520166.6760742466,339.1351680044436,1533.8035,211,0,306362.61432869796,525.9764161373446,582.46454,24,NOT_AVAILABLE,-0.32934797,100001,-0.35766867,,,,,,901537347,0.30156136,-0.45799145,0.13067864,2015.5,0,,,,1635721458409799680,6921.6665,7664.0,7205.0,12,Gaia DR1 2006109679851181696,4542.31364668242,3790.69297473151,5604.38990731724,-1.7291925947295823,-2.18544871149993,-1.3364000519400836,-1.888376594729582,-2.34463271149993,-1.4955840519400834,-2.240055594729583,-2.6963117114999307,-1.847263051940084,-11.136385594729582,-11.59264171149993,-10.743593051940083,-11.036385594729582,-11.49264171149993,-10.643593051940083,-11.186385594729582,-11.64264171149993,-10.793593051940084
13,12,VII,Ve5-5,GSC 8151-4295,MR 13,08 44 47.25,-45 58 55.50,265.2,-1.97,WN8h,SSM96,"SB1, no d.e.l.","Ni82,CM89,SM89,LM96,RVG96,VII",11.63,11.41,10.99,10.61,10.95,11.34,10.78,,,8.616,8.26,7.869,,Bo 7?,5.8,LS84,"334.6900416666667,56.126083333333334",2.755073407646068e-05,2006219978921880192,Gaia DR2 2006219978921880192,334.6899972084727,56.12607129102434,102.78249226874279,-0.6531904049676063,12.49307113871258,58.93003860183374,0.2071522518565853,-3.504583832650872,-2.5818004853125096,8.809454,9.083726,8.383722,0.023940599433328,0.024615707769272095,0.029132562619425817,0.04939302891084994,0.053159433938194556,0.6945,1.6238,0.9495,455.45444,0.0,0.0,8.056082,28,4,240,244,244,31,false,1.6367991955791723,0.006730446089276325,0.04054411,247.45158,0.27427197,0.7000036,0.088849664,-0.2513103,-0.069816194,false,0.3394,0.7703,0.4813,200111,0,0.42573166,3937.5671,6259.5713,5098.5693,41,-0.030654067,7.1106772,-0.112244435,-0.1363617,3214141.315332562,9979.922863395443,322.06073,39,1.2000512,5643710.1151201995,6001.708575175242,940.3506,339,0,3558599.380631012,11885.644008470534,299.40317,39,NOT_AVAILABLE,-0.2213295,100001,-0.06413791,,,57.084347,60.454166,60.14695,504797183,0.3385623,-0.10245789,-0.20045838,2015.5,0,,,,1635721458409799680,6273.0,6455.5,6289.0,16,Gaia DR1 2006219974613696384,4146.4904422105,3695.09807361792,4714.88667713476,-4.004677343285993,-4.283630294394845,-3.7544038486553575,-4.278949343285992,-4.557902294394845,-4.028675848655357,-4.704681343285992,-4.983634294394845,-4.454407848655357,-4.472403343285993,-4.751356294394846,-4.222129848655358,-4.828403343285993,-5.107356294394846,-4.578129848655358,-5.219403343285993,-5.498356294394846,-4.969129848655358
14,13,VII,Ve6-15,GSC 8152-2075,Ve 6-15,08 49 52.88,-45 10 24.10,265.13,-0.77,WC6,VI,,,15.1,14.6,13.78,13.28,,,,11.9,,10.135,9.635,8.864,,,,,"339.2248333333333,56.905833333333334",3.117629931026742e-05,2006888825592397440,Gaia DR2 2006888825592397440,339.22478479778476,56.90581691240934,105.32327971459347,-1.2939933637089194,16.946141241347988,57.745043977317835,0.300985126013455,-3.4866108612563136,-2.9079154079755094,8.711332,8.973458,8.229658,0.026787618025526337,0.02611852841853824,0.033907084933910786,0.05328542445188757,0.0482197147713785,0.878,1.7164,1.3155,353.05136,0.0,0.0,4.713331,28,5,241,246,246,31,true,1.6191297083631253,0.007221923355572656,0.04027544,226.97098,0.26212597,0.74380016,0.32990032,0.039898798,-0.2956399,false,0.3936,0.8505,0.6447,200111,0,0.4816742,2187.163,3105.6685,2646.4158,35,0.0062087514,8.876762,0.124497585,-0.41864273,3557721.9712167564,87378.98087020477,40.715992,34,1.2397974,6177510.866595127,48323.55830343746,127.836426,288,0,4101139.8299513143,94959.11067233745,43.18848,33,VARIABLE,-0.27000773,100001,-0.034782812,,,39.83784,49.188717,44.173996,1189329741,0.2606574,-0.13284774,-0.2614849,2015.5,0,,,,1635721458409799680,5902.8003,6559.08,6228.8447,15,Gaia DR1 2006888821278386688,3007.60005484778,2722.72759358481,3355.98028205482,-3.4176424203677787,-3.655639002410334,-3.2015629637308756,-3.679768420367779,-3.9177650024103343,-3.463688963730876,-4.161442420367779,-4.399439002410334,-3.945362963730876,-2.2561004203677797,-2.494097002410335,-2.0400209637308766,-2.7561004203677797,-2.994097002410335,-2.5400209637308766,-3.5271004203677787,-3.765097002410334,-3.3110209637308756
15,14,VII,Ve5-8,HIP 43778,HD 76536,08 54 59.17,-47 35 32.70,267.55,-1.64,WC7+?,"SS90,Sh90","SB1, no d.e.l.","CM89,Sh90,SS90,NG99a,VII",9.67,9.54,9.4,9.42,8.96,9.44,8.92,,,7.486,7.245,6.612,,Anon.Vel a:,,,"336.82425,56.253277777777775",2.6542609455518415e-05,2007494038022005248,Gaia DR2 2007494038022005248,336.824218508321,56.253257816365675,103.8527423891844,-1.183537132910162,14.29903773777591,58.19564094340311,0.132855768227781,-3.487856562667596,-2.610964257881186,10.666542,11.036237,10.134677,0.027989738919735562,0.02628837593283583,0.032847304913844765,0.05797117198095784,0.058135047030273466,,,,324.45264,0.0,0.0,5.237867,24,5,206,211,211,31,true,1.6012319624450981,0.008216515403245027,0.04612693,276.1076,0.3696947,0.9015598,-0.00023784,-0.039789136,-0.17155683,false,,,,,0,0.5318651,,,,39,0.0046801595,4.044647,-0.20695743,0.067913264,532182.2701063909,805.9324807740087,660.3311,32,1.2168846,1020303.9828965256,421.92218605994685,2418.2278,294,1,709410.0002153977,608.495160550981,1165.8433,31,NOT_AVAILABLE,-0.3464958,100002,-0.18429361,,,,,,512974730,0.3349829,-0.22325514,-0.028628796,2015.5,0,,,,1635721458409799680,5236.21,5722.0,5463.0,16,Gaia DR1 2007494033713745792,5584.85697033375,4738.35453218228,6735.39641726837,-2.6988232759866886,-3.105578807841958,-2.341900761471587,-3.0685182759866887,-3.4752738078419583,-2.711595761471587,-3.6003832759866885,-4.007138807841958,-3.243460761471587,-6.249060275986689,-6.655815807841958,-5.892137761471587,-6.490060275986688,-6.896815807841958,-6.133137761471587,-7.123060275986688,-7.529815807841958,-6.766137761471587
16,15,VII,Ve5-10,HIP 45237,HD 79573,09 13 11.77,-50 06 25.60,271.42,-1.08,WC6,VI,,,12.9,12.44,11.72,11.08,12.3,11.8,10.69,,,7.846,7.338,6.596,,Anon.Vel b?,,,"355.8775,61.93002777777778",1.8937591684620148e-05,2012912500041834752,Gaia DR2 2012912500041834752,355.87746234184885,61.93003445858456,115.0325112592718,0.10457266006641726,34.28293627161507,55.388047021108164,0.1552750183910858,-2.375455726798241,-0.8107568177879956,10.711999,11.41337,9.887259,0.023355515346860298,0.020640099098505928,0.02601219983147328,0.04420522057631661,0.040593042818885296,,,,476.79596,0.0,0.0,7.381012,33,8,273,281,281,31,false,1.464509115811557,0.005978455628547162,0.035395816,285.8161,0.7013712,1.5261116,0.103040755,-0.10461394,-0.06290223,false,,,,200111,0,0.8247404,1518.5402,2713.3726,2115.9563,40,0.04354986,5.969315,0.058895253,-0.053584896,376016.7435055356,891.1079661915951,421.96542,30,1.2948701,978468.5901222548,645.6614923927084,1515.4514,332,1,890973.0712979237,2228.469651183216,399.81387,29,NOT_AVAILABLE,-0.14527531,100002,0.0069142324,,,67.86442,83.620255,78.001175,523382413,0.25693265,0.009652782,-0.51401246,2015.5,0,,,,1635721458409799680,4281.02,4752.06,4432.5376,18,Gaia DR1 2012912495735383040,5171.75939358357,4557.00237409557,5958.78114996747,-2.1548215597061056,-2.462417176237164,-1.8800262742007412,-2.8561925597061055,-3.163788176237164,-2.581397274200741,-3.6809325597061058,-3.988528176237164,-3.4061372742007414,-5.722191559706106,-6.029787176237164,-5.447396274200742,-6.230191559706106,-6.537787176237164,-5.955396274200742,-6.972191559706106,-7.279787176237164,-6.697396274200742
17,16,VII,HD 86161,HIP 48617,,09 54 52.91,-57 43 38.30,281.08,-2.55,WN8h,SSM96,,"MN82,BE89,GH89,GVM90,AB95,MMH98,NG99a",8.76,8.74,8.44,8.25,7.94,8.63,8.32,,,6.968,6.714,6.38,,,,,"348.8017083333333,60.45052777777778",4.5048934651731966e-05,2013906561622284288,Gaia DR2 2013906561622284288,348.80163472932657,60.45050109930326,111.33361597528003,-0.23600817072694658,28.085841096929695,56.74552592621997,0.358345771102034,-3.4506300579303932,-2.462418530704544,10.261762,10.294166,9.3631315,0.03094231732968428,0.02793145429025183,0.03442921868628184,0.07321369705626764,0.05618889236673686,,,,342.78607,0.0,0.0,6.574017,25,18,191,209,209,31,false,1.5985764969571636,0.0077340146202591695,0.053646557,359.96658,0.032403946,0.9310341,0.2838901,-0.08670118,-0.05107156,false,,,,,0,0.89863014,,,,33,-0.0449525,10.408188,0.16047443,-0.09472978,1054117.053383334,50479.61052626097,20.882036,20,1.686325,1481295.190420731,1724.1581917922254,859.1411,232,0,1443827.9752600866,68349.69247114797,21.124132,26,NOT_AVAILABLE,0.44420734,102001,0.38465062,,,,,,117539494,0.26847365,0.023821937,-0.07110707,2015.5,0,,,,1635721458409799680,4427.64,7020.6665,5143.45,15,Gaia DR1 2013906561622284288,2574.11223774009,2361.53248108037,2827.22481018551,-1.7589713965412983,-1.962635716556555,-1.5718036167178582,-1.7913753965412997,-1.9950397165565565,-1.6042076167178596,-2.690005896541299,-2.893670216556556,-2.502838116717859,-5.085137396541299,-5.288801716556556,-4.897969616717859,-5.3391373965412985,-5.542801716556555,-5.151969616717858,-5.673137396541299,-5.876801716556556,-5.485969616717859
18,17,VII,,HIP 49838,HD 88500,10 10 31.92,-60 38 42.40,284.44,-3.69,WC5,VI,,,10.97,11.17,11.03,11.14,,10.87,10.63,,,9.926,9.736,9.167,,,,,"345.0422083333333,60.92733333333334",2.098449399587392e-05,2014674226896884864,Gaia DR2 2014674226896884864,345.04216618548196,60.927328761537204,109.82405542838066,0.9193638599798998,26.355900293393045,58.40493805202489,0.20897669437467417,-2.595214643228007,-1.690846408626701,10.302069,11.105894,9.408188,0.019896884217152713,0.022004493402034617,0.025141834910546012,0.04039234616753966,0.042342108462793626,,,,662.2841,0.0,0.0,11.440208,38,11,296,307,307,31,true,1.4448848803099232,0.005133684242992726,0.03447376,304.49487,0.8038254,1.6977062,0.2566544,-0.13086715,-0.09949074,true,,,,200111,0,0.89388084,1532.7444,2324.6248,1928.6846,41,0.05567217,8.311911,0.13081662,-0.2300242,499111.61328474624,1783.5835401019128,279.8364,35,1.3201382,1427312.2249913914,1477.532338749762,966.0108,338,0,1385137.7993130386,4147.292880850179,333.98602,36,NOT_AVAILABLE,-0.20800608,100001,-0.05486981,,,79.325134,93.63315,83.64288,1111300042,0.23905326,0.0008584225,-0.32990432,2015.5,0,,,,1635721458409799680,3953.0,4294.7334,4182.415,18,Gaia DR1 2014674222596498176,4134.81386100187,3739.13442259697,4618.90219723643,-1.9763858173759399,-2.216799831962085,-1.7579613920224055,-2.7802108173759397,-3.0206248319620848,-2.5617863920224053,-3.6740918173759383,-3.9145058319620833,-3.455667392022404,-3.156279817375939,-3.396693831962084,-2.9378553920224046,-3.3462798173759385,-3.5866938319620836,-3.127855392022404,-3.9152798173759393,-4.155693831962084,-3.696855392022405
19,17-1,SM09,SMG09 668-4,,2MASS J10162622-5728057,10 16 26.22,-57 28 05.70,283.26,-0.64,WN5b,"SMG09, RC15",,,,,,,,,,17.46,,11.73,10.38,9.53,,,,,"356.83500000000004,63.220555555555556",7.436503438379584e-05,2016055591466060672,Gaia DR2 2016055591466060672,356.834913467204,63.220618880897625,115.78552061267415,1.2416945299592963,36.45102781200247,55.99365565489221,0.5132497363317503,-4.281156297080542,-1.096594785742974,10.531392,11.026874,9.475311,0.12330567099714415,0.05549857643284443,0.098213113192306,0.2183630635189765,0.10572589623276643,,,,3002.022,0.3709328639202031,47.90019657411951,43.77002,26,5,224,229,229,31,true,1.4517342193149276,0.021142810072606533,0.120122775,6.338163,0.4954815,1.5515623,0.22108202,0.04908319,0.056514196,false,,,,200111,0,1.0560808,165.94144,265.5214,215.73141,35,-0.037131622,5.225878,0.16049705,-0.318808,536791.5375395794,7377.8570679814375,72.75711,2,1.5913513,1155551.9651956025,2769.8980685014512,417.18213,241,0,1302097.5003976824,39587.092358393325,32.89197,2,NOT_AVAILABLE,0.020552415,102001,-0.005779609,,,20.122263,29.686382,23.333345,93205816,0.28966346,0.14906314,-0.32449803,2015.5,0,,,,1635721458409799680,4060.0,4931.355,4579.48,12,,1872.75838477906,1558.7662188459,2334.50782593543,-0.3355347509288986,-0.814102670740585,0.06296907344148117,-0.8310167509288977,-1.309584670740584,-0.4325129265585179,-1.8870977509288984,-2.3656656707405848,-1.4885939265585186,0.3675912490711024,-0.11097667074058393,0.7660950734414822,-0.9824087509288972,-1.4609766707405836,-0.5839049265585174,-1.8324087509288987,-2.310976670740585,-1.4339049265585189
20,18,VII,HD 89358,HIP 50368,,10 17 02.28,-57 54 46.90,283.57,-0.97,WN4b,SSM96,,MMH98,11.91,11.66,11.11,10.72,11.1,11.26,10.75,,,8.566,8.205,7.676,,Car OB1?,,,"294.9841666666667,26.578333333333333",0.00011730619501223405,2022054350800575488,Gaia DR2 2022054350800575488,294.98414106496085,26.57844838335557,61.89087277193709,2.111224940996504,303.72883408799686,47.134673138869886,0.06248157713211536,-2.1945192509487135,-4.323401869831249,12.420511,12.947896,11.735553,0.015202516666117901,0.02288715062004425,0.025264607957477325,0.03457139242577408,0.04618413704818252,,,,317.44214,0.0,0.0,-1.9692967,43,5,374,379,379,31,false,1.5349683450384086,0.004915423726068163,0.035420693,296.92865,0.52738476,1.2123432,-0.004561358,-0.3590159,-0.037691884,false,,,,,0,0.68495846,,,,45,0.05030433,2.473087,0.0050497116,-0.17799316,91494.86325215493,146.87655916673222,622.93713,41,1.251662,202834.49195490082,60.20611824060948,3369.0012,384,0,162385.37660028966,148.292297704605,1095.0358,40,NOT_AVAILABLE,-0.045570932,100001,-0.12378021,,,,,,838129289,0.12106655,-0.011749563,-0.15400212,2015.5,0,,,,1635721458409799680,4778.6523,4948.785,4879.0,17,Gaia DR1 2022054350800575488,9251.94074022163,7600.99016575921,11589.9734887348,-1.8832682119989794,-2.372516212730252,-1.4564548531901576,-2.41065321199898,-2.899901212730253,-1.9838398531901582,-3.09561121199898,-3.5848592127302528,-2.668797853190158,-6.265164211998979,-6.7544122127302515,-5.838350853190157,-6.626164211998979,-7.115412212730252,-6.1993508531901576,-7.155164211998979,-7.644412212730252,-6.7283508531901575
21,19,VII,LS 3,,,10 18 05.02,-58 16 25.90,283.89,-1.19,WC4; WC5; WC4pd+O9.6,SS90; CDB98; WH96,CWB,VH98,15.46,14.81,13.75,13.03,,,,,,9.751,9.134,8.53,,,,,"296.56641666666667,28.27197222222222",3.581540544028367e-05,2028294667765054464,Gaia DR2 2028294667765054464,296.56639787220587,28.271940461248395,64.05942744359872,1.7334190501924884,306.3969784563527,48.40958254032939,0.29221772785314504,-3.247869159113043,-5.702472092515965,9.995179,10.204476,9.634339,0.016334467421711213,0.02322075380224678,0.02607458655421099,0.036956567495637346,0.04882119525789467,0.9917,1.5081,1.3305,664.6421,0.0,1.5633796810337005e-15,10.325327,38,6,330,336,336,31,false,1.661987456155346,0.005754467463336161,0.03670214,280.1024,0.20929718,0.570137,-0.007717936,-0.31255645,-0.03048708,true,0.5043,0.8234,0.6867,200111,0,0.36083984,733.23236,992.57025,862.9013,39,0.11092353,11.206994,0.06489716,-0.15473676,1144892.183747024,7164.507291160936,159.80055,37,1.1985912,1893539.8983445242,4144.346576288845,456.8971,343,0,1124688.2151686181,8793.443229737775,127.90078,36,NOT_AVAILABLE,-0.01652615,100001,-0.08319211,,,17.98104,20.302002,19.337729,241902316,0.07699951,-0.00961252,-0.14264813,2015.5,0,,,,1635721458409799680,6943.0,7377.5,7114.0,17,Gaia DR1 2028294663406184576,3119.90154489996,2880.55660416106,3401.40133133839,-2.2662284457631703,-2.4538133868066296,-2.0929060685873644,-2.4755254457631697,-2.663110386806629,-2.302203068587364,-2.8363654457631693,-3.0239503868066286,-2.6630430685873634,-2.7197044457631705,-2.90728938680663,-2.5463820685873646,-3.3367044457631696,-3.524289386806629,-3.1633820685873637,-3.9407044457631706,-4.12828938680663,-3.7673820685873647
22,19a,VII,SMSP 1,,SMSP 1,10 18 53.40,-58 07 53.00,283.9,-1.01,WN7:(h),SMS99,,,,19.16,17.45,,,16.8,,13.4,,9.075,8.132,7.499,,,,,"299.8028333333333,31.452694444444443",0.00038690069862285485,2030934212864924032,Gaia DR2 2030934212864924032,299.8024546199515,31.452481564176693,68.22976961058427,0.9554612068755869,311.9562625859304,50.641059418642214,-0.5029492252259558,-3.912214783821862,-5.022689770604522,11.228897,12.344075,10.176376,0.07552645744093173,0.11169170500006764,0.11712116785946355,0.17130979377654082,0.2034563204941922,,,,6055.1816,0.5238209552686752,103.86197436125208,63.52311,30,3,259,262,262,31,false,1.4070673123404136,0.02592468081879144,0.110478364,3.227618,1.1151781,2.1676989,0.16983968,-0.39505368,-0.13594267,false,,,,,0,1.0525208,,,,32,0.03513714,-4.2942643,0.02163266,-0.27990055,159560.36989356935,371.50935892827545,429.4922,31,1.385635,607837.4519595482,744.6669989270893,816.254,279,1,682680.4985061348,1351.0703222039915,505.28864,32,NOT_AVAILABLE,0.05277016,110002,0.044465885,,,,,,305905112,0.12519428,-0.068206385,-0.16917534,2015.5,0,,,,1635721458409799680,3481.0,3882.635,3553.6667,16,Gaia DR1 2030934212864924032,10117.9808646712,7405.84719927361,13809.1996087839,-2.681394268634355,-3.3567675364260836,-2.003798736246779,-3.796572268634355,-4.471945536426084,-3.118976736246779,-4.8490932686343555,-5.524466536426084,-4.1714977362467796,-5.950469268634356,-6.6258425364260845,-5.27287373624678,-6.893469268634355,-7.568842536426084,-6.215873736246779,-7.526469268634355,-8.201842536426085,-6.848873736246779
23,20,VII,BS 1,,,10 19 18.50,-59 09 37.00,284.51,-1.84,WN5o,SSM96,,,15.75,15.33,14.45,13.87,,,,13.2,,11.0,10.432,9.927,,,,,"297.0760416666667,30.447805555555554",0.00014042471627329672,2032145466709678464,Gaia DR2 2032145466709678464,297.0760870871301,30.44794041053446,66.16493235871009,2.4440942401628285,307.97563177628894,50.37862670973443,0.13575577906396755,-3.41758573037227,-5.491181176755923,12.71,13.183711,12.048502,0.018634543223064726,0.02537052954706701,0.02907347912210609,0.04275247106907882,0.04579991907751184,,,,362.3296,0.0,0.0,3.783197,31,3,271,265,274,31,true,1.5431671947540435,0.0057793659171935545,0.033016782,216.80305,0.473711,1.1352091,0.26856783,-0.121467456,-0.121240616,false,,,,,0,0.66149807,,,,34,0.034811515,4.6694026,0.01067055,-0.22054422,73632.69637803434,399.38762411167966,184.364,32,1.257408,155362.5707802083,273.7122481231966,567.6128,282,0,121721.44724163695,589.3777849030346,206.52534,32,NOT_AVAILABLE,0.009649203,100001,-0.10555813,,,,,,1530106916,-0.09653619,-0.04636043,-0.009429738,2015.5,0,,,,1635721458409799680,4866.7,5645.846,4939.425,16,Gaia DR1 2032145428002244352,5911.18228078902,5022.28486226091,7142.09586632001,-0.674660758612351,-1.0854173765355348,-0.32079571054186395,-1.1483717586123507,-1.5591283765355346,-0.7945067105418637,-1.8098697586123524,-2.2206263765355363,-1.4560047105418654,-2.8583717586123516,-3.2691283765355355,-2.5045067105418646,-3.426371758612351,-3.837128376535535,-3.072506710541864,-3.931371758612352,-4.342128376535536,-3.577506710541865
24,20-2,RBM11,SS215,WR20aa,,10 23 23.49,-58 00 20.80,284.33,-0.58,O2If*/WN6,RBM11,,,,,,,,12.74,12.64,,,9.28,8.73,8.4,,,,,"300.415625,32.57169444444445",9.840280537402994e-05,2034096172116995712,Gaia DR2 2034096172116995712,300.41553049362625,32.57163664982948,69.45511454501685,1.1029305611835194,313.30719036797524,51.53706477466439,0.20312133734018412,-3.799009180122017,-6.700045359555067,12.1239395,12.762916,11.335338,0.019508927025449457,0.024518666638791767,0.027035615008021492,0.04425689997900582,0.04657396726579751,0.0395,0.7715,0.1907,277.75922,0.0,0.0,0.7475475,31,0,266,266,266,31,true,1.4961180095749622,0.0059165315161390465,0.035931624,345.47208,0.6389761,1.427578,0.22253224,-0.4555116,-0.06502774,false,0.0219,0.4041,0.0975,200111,0,0.7886019,261.2859,409.74463,335.51526,32,0.015318607,7.513102,-0.09693291,-0.22700623,108489.7832776558,157.67055151624047,688.0789,32,1.2877928,266544.89888983645,58.351223644037994,4567.94,275,0,234764.81854017344,215.1644263085086,1091.095,30,NOT_AVAILABLE,-0.0894735,100001,-0.051922936,,,29.423103,31.712385,30.932028,703244623,0.05862901,-0.021316262,-0.23194535,2015.5,0,,,,1635721458409799680,4386.72,4554.1797,4441.71,17,Gaia DR1 2034096167808538624,4276.28899943503,3823.60840522494,4844.250070321,-0.3924192397214519,-0.6632167711961774,-0.14945103810611116,-1.031395739721452,-1.3021932711961774,-0.7884275381061112,-1.8199972397214523,-2.090794771196178,-1.5770290381061116,-3.875335239721453,-4.146132771196179,-3.6323670381061124,-4.425335239721452,-4.696132771196178,-4.182367038106111,-4.755335239721452,-5.026132771196178,-4.512367038106111
584,20-1,MDM11,MDM 1,,,10 23 28.80,-57 46 29.4,284.22,-0.38,WN7-8,MDM11,,,,,,,,,,,,10.6,9.2,8.34,,,,,"300.0796666666667,33.26419444444444",2.1476363491934105e-05,2034210349533480192,Gaia DR2 2034210349533480192,300.0796619362384,33.264173335455865,69.89489590512412,1.7077513745441018,313.2395895215814,52.28362942146361,0.08391382374304497,-2.877625771981114,-4.82849041465027,11.520342,12.223627,10.689074,0.019052116168671893,0.022534172019966096,0.026565716704061763,0.04308866132480729,0.04529238608554563,,,,347.82834,0.0,0.0,3.3889363,31,6,268,274,274,31,false,1.4723101646274042,0.006822736676135129,0.03392104,385.14636,0.7032852,1.5345535,0.2052633,-0.25129262,-0.01639423,false,,,,,0,0.8312683,,,,34,0.0443452,3.1587262,-0.10733551,-0.11459305,178280.78604189827,372.0370624246135,479.2017,33,1.2996857,464739.2914397131,381.62781009638763,1217.7815,282,0,425734.250178507,962.9418399258489,442.11835,32,NOT_AVAILABLE,-0.049079444,100001,-0.021805825,,,,,,1441556361,0.12389735,-0.0047526085,-0.21750946,2015.5,0,,,,1635721458409799680,4302.75,4637.0,4419.0,17,Gaia DR1 2034210345198830720,7938.09201185731,6596.33921743749,9827.3844808474,-2.2749536429302406,-2.738562737339599,-1.8728879059306465,-2.9782386429302417,-3.4418477373396,-2.5761729059306475,-3.8095066429302413,-4.2731157373396,-3.407440905930647,-3.8985806429302414,-4.3621897373396,-3.4965149059306473,-5.298580642930242,-5.7621897373396,-4.896514905930648,-6.158580642930241,-6.6221897373396,-5.756514905930647
